Name;Named;PoV;AllegianceASOIAF;CultureASOIAF;RaceASOIAF;Source;AllegianceGoT;CultureGoT;AllegianceBoth;CultureBoth
Ellard Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Ellard Crane;TRUE;0;House Crane;Reach;;AWOIAF Wiki;;;House Crane;Reach
Ellaria Sand;TRUE;0;House Uller, House Martell;Dornish;;AWOIAF Wiki;House Uller, House Martell, Sand Snakes, House Targaryen;Dornish;House Uller, House Martell;Dornish
Ellendor;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Ellery Vance;TRUE;0;House Vance;Rivermen;;AWOIAF Wiki;;;House Vance;Rivermen
Ellyn Baratheon;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Ellyn Caron;TRUE;0;House Caron;Marcher;;AWOIAF Wiki;;;House Caron;Marcher
Ellyn Ever Sweet;TRUE;0;House Beesbury;Reach;First Men;AWOIAF Wiki;;;House Beesbury;Reach
Ellyn Reyne;TRUE;0;House Reyne, House Lannister, House Tarbeck;Westermen;;AWOIAF Wiki;;;House Reyne, House Lannister, House Tarbeck;Westermen
Elmar Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Elmo Tully;TRUE;0;House Tully, Blacks;Rivermen;;AWOIAF Wiki;;;House Tully, Blacks;Rivermen
Elric Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Elron;TRUE;0;Night's Watch;Westerosi;;AWOIAF Wiki;;;Night's Watch;Westerosi
Elston Tully;TRUE;0;House Tully;Rivermen;;AWOIAF Wiki;;;House Tully;Rivermen
Elwood;TRUE;0;House Tully;;;AWOIAF Wiki;;;House Tully;
Elwood Blackbar;TRUE;0;House Blackbar;Reach;;AWOIAF Wiki;;;House Blackbar;Reach
Elwood Harte;TRUE;0;House Harte;Crownlander;;AWOIAF Wiki;;;House Harte;Crownlander
Elwood Meadows;TRUE;0;House Meadows, House Baratheon;Reach;;AWOIAF Wiki;;;House Meadows, House Baratheon;Reach
Elyana Sarwyck;TRUE;0;House Sarwyck;Westermen;;AWOIAF Wiki;;;House Sarwyck;Westermen
Elyana Vypren;TRUE;0;House Vypren, House Wylde;Rivermen;;AWOIAF Wiki;;;House Vypren, House Wylde;Rivermen
Elyas Willum;TRUE;0;House Willum;Reach;;AWOIAF Wiki;;;House Willum;Reach
Elyas Scales;TRUE;0;House Scales;Crownlander;;AWOIAF Wiki;;;House Scales;Crownlander
Elyn Norridge;TRUE;0;House Norridge, House Tyrell;Reach;;AWOIAF Wiki;;;House Norridge, House Tyrell;Reach
Elys Arryn;TRUE;0;House Arryn;Valemen;;AWOIAF Wiki;;;House Arryn;Valemen
Elys Waynwood;TRUE;0;House Waynwood;Valemen;;AWOIAF Wiki;;;House Waynwood;Valemen
Elys Westerling;TRUE;0;House Westerling;Westermen;;AWOIAF Wiki;;;House Westerling;Westermen
Elysar;TRUE;0;Citadel, House Targaryen;;;AWOIAF Wiki;;;Citadel, House Targaryen;
Elza;TRUE;0;House of Galare;Meereenese;;AWOIAF Wiki;;;House of Galare;Meereenese
Emberlei Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Emerick Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Emma;TRUE;0;;Reach;;AWOIAF Wiki;;;;Reach
Emmett;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Emmon Cuy;TRUE;0;House Cuy, Rainbow Guard;Reach;;AWOIAF Wiki;;;House Cuy, Rainbow Guard;Reach
Emmon Frey;TRUE;0;House Frey, House Frey, House Lannister;Rivermen;;AWOIAF Wiki;;;House Frey, House Frey, House Lannister;Rivermen
Emmond;TRUE;0;Drowned Men;Ironborn;;AWOIAF Wiki;;;Drowned Men;Ironborn
Emory Hill;TRUE;0;House Lannister, Greens;Westermen;;AWOIAF Wiki;;;House Lannister, Greens;Westermen
Emphyria Vance;TRUE;0;House Vance;Rivermen;;AWOIAF Wiki;;;House Vance;Rivermen
Emrick;TRUE;0;Night's Watch;Westermen;;AWOIAF Wiki;;;Night's Watch;Westermen
Endehar;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Endrew;TRUE;0;;;;AWOIAF Wiki;;;;
Endrew Tarth;TRUE;0;House Tarth, Night's Watch;Stormlander;;AWOIAF Wiki;;;House Tarth, Night's Watch;Stormlander
Enger;TRUE;0;House Tully;;;AWOIAF Wiki;;;House Tully;
Eon;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Eon Hunter;TRUE;0;House Hunter;Valemen;;AWOIAF Wiki;;;House Hunter;Valemen
Erena Glover;TRUE;0;House Glover;Northmen;;AWOIAF Wiki;;;House Glover;Northmen
Erich Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Erich III Durrandon;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Erich VII Durrandon;TRUE;0;;;;AWOIAF Wiki;;;;
Erich Hoare;TRUE;0;House Hoare;Ironborn;;AWOIAF Wiki;;;House Hoare;Ironborn
Erich I Greyiron;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Erich V Harlaw;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Erik;TRUE;0;House Ironmaker, House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Ironmaker, House Greyjoy;Ironborn
Erik Ironmaker;TRUE;0;House Ironmaker, House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Ironmaker, House Greyjoy;Ironborn
Ermesande Hayford;TRUE;0;House Hayford, House Lannister;Crownlander;;AWOIAF Wiki;;;House Hayford, House Lannister;Crownlander
Ernest Dabell;TRUE;0;;Westerosi;;AWOIAF Wiki;;;;Westerosi
Eroeh;TRUE;0;;Lhazarene;;AWOIAF Wiki;;;;Lhazarene
Erreck;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Erreg the Kinslayer;TRUE;0;;Andal;Andal;AWOIAF Wiki;;;;Andal
Erren Florent;TRUE;0;House Florent;Reach;;AWOIAF Wiki;;;House Florent;Reach
Errok;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Errold Stark;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Erryk;TRUE;0;;;;AWOIAF Wiki;;;;
Erryk Cargyll;TRUE;0;House Cargyll, Kingsguard, Queensguard, Blacks;Crownlander;;AWOIAF Wiki;;;House Cargyll, Kingsguard, Queensguard, Blacks;Crownlander
Erwin Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Esgred;TRUE;0;;;;AWOIAF Wiki;;;;
Essie;TRUE;0;House of Kisses, House Targaryen;Crownlander;;AWOIAF Wiki;;;House of Kisses, House Targaryen;Crownlander
Estermont (cousin of Robert);TRUE;0;House Estermont;Stormlander;;AWOIAF Wiki;;;House Estermont;Stormlander
Etan Hogg;TRUE;0;;;;AWOIAF Wiki;;;;
Ethan Glover;TRUE;0;House Glover;Northmen;;AWOIAF Wiki;;;House Glover;Northmen
Ethan of the Reach;TRUE;0;;;;AWOIAF Wiki;;;;
Eunuch strangler;TRUE;0;;;;AWOIAF Wiki;;;;
Euron Greyjoy;TRUE;0;;Ironborn;;AWOIAF Wiki;House Greyjoy;Ironborn;House Greyjoy;Ironborn
Eustace (Braavos);TRUE;0;Faith of the Seven;Westerosi, Braavosi;;AWOIAF Wiki;;;Faith of the Seven;Westerosi, Braavosi
Eustace (Dance of the Dragons);TRUE;0;Faith of the Seven, House Targaryen, Greens;Rivermen;;AWOIAF Wiki;;;Faith of the Seven, House Targaryen, Greens;Rivermen
Eustace Brune;TRUE;0;House Brune;Crownlander;;AWOIAF Wiki;;;House Brune;Crownlander
Eustace Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Eustace Hunter;TRUE;0;House Hunter;Valemen;;AWOIAF Wiki;;;House Hunter;Valemen
Eustace Osgrey;TRUE;0;House Osgrey;Reach;;AWOIAF Wiki;;;House Osgrey;Reach
Evlyn;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Eyron;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Eyron Stark;TRUE;0;;Northmen;;AWOIAF Wiki;;;;Northmen
Ezzara;TRUE;0;Graces;Ghiscari;;AWOIAF Wiki;;;Graces;Ghiscari
Ezzelyno;TRUE;0;Faith of R'hllor;Braavosi;;AWOIAF Wiki;;;Faith of R'hllor;Braavosi
Faezhar zo Faez;TRUE;0;House of Faez, Wise Masters;Ghiscari;;AWOIAF Wiki;;;House of Faez, Wise Masters;Ghiscari
Falena Stokeworth;TRUE;0;House Stokeworth, House Lothston;Crownlander;;AWOIAF Wiki;;;House Stokeworth, House Lothston;Crownlander
Falia Flowers;TRUE;0;House Hewett, House Greyjoy;Reach;;AWOIAF Wiki;;;House Hewett, House Greyjoy;Reach
Falyse Stokeworth;TRUE;0;House Stokeworth, House Byrch;Crownlander;;AWOIAF Wiki;;;House Stokeworth, House Byrch;Crownlander
Farlen;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;House Stark;Northmen;House Stark;Northmen
Lord Farman (father of Lysa);TRUE;0;House Farman;Westermen;;AWOIAF Wiki;;;House Farman;Westermen
Fat fellow;TRUE;0;Faceless Men;Braavosi;;AWOIAF Wiki;;;Faceless Men;Braavosi
Fearless Ithoke;TRUE;0;House of Loraq;Ghiscari;;AWOIAF Wiki;;;House of Loraq;Ghiscari
Lady Fell;TRUE;0;House Fell, Blacks;Stormlander;;AWOIAF Wiki;;;House Fell, Blacks;Stormlander
Lord Fell;TRUE;0;House Fell;Stormlander;;AWOIAF Wiki;;;House Fell;Stormlander
Silveraxe Fell;TRUE;0;House Fell;Stormlander;;AWOIAF Wiki;;;House Fell;Stormlander
Fergon Hoare;TRUE;0;;;;AWOIAF Wiki;;;;
Fern;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Ferny;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Ferrego Antaryon;TRUE;0;House Antaryon;Braavosi;;AWOIAF Wiki;;;House Antaryon;Braavosi
Ferret;TRUE;0;;;;AWOIAF Wiki;;;;
Ferris Fowler;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Fingers;TRUE;0;;;;AWOIAF Wiki;;;;
First King;TRUE;0;;First Men;First Men;AWOIAF Wiki;;;;First Men
Flement Brax;TRUE;0;House Brax;Westermen;;AWOIAF Wiki;;;House Brax;Westermen
Florence Fossoway;TRUE;0;House Fossoway, House Tyrell;Reach;;AWOIAF Wiki;;;House Fossoway, House Tyrell;Reach
Lord Florent;TRUE;0;House Florent;Reach;;AWOIAF Wiki;;;House Florent;Reach
Florian the Fool;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Florian Greysteel;TRUE;0;House Mooton, Blacks, Greens;Rivermen;;AWOIAF Wiki;;;House Mooton, Blacks, Greens;Rivermen
Florian V Mooton;TRUE;0;;Rivermen;First Men;AWOIAF Wiki;;;;Rivermen
Floris Baratheon;TRUE;0;House Baratheon, House Rowan;Stormlander;;AWOIAF Wiki;;;House Baratheon, House Rowan;Stormlander
Florys the Fox;TRUE;0;House Florent, House Ball, House Peake;Reach;First Men;AWOIAF Wiki;;;House Florent, House Ball, House Peake;Reach
Fogo;TRUE;0;;Dothraki;Dothraki;AWOIAF Wiki;;;;Dothraki
Lord Follard;TRUE;0;House Follard;Crownlander;;AWOIAF Wiki;;;House Follard;Crownlander
Fomas;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Lord Footly;TRUE;0;House Footly, Blacks;Reach;;AWOIAF Wiki;;;House Footly, Blacks;Reach
Forley Prester;TRUE;0;House Prester;Westermen;;AWOIAF Wiki;;;House Prester;Westermen
Fornio;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Forrest Frey;TRUE;0;House Frey, Blacks;Rivermen;;AWOIAF Wiki;;;House Frey, Blacks;Rivermen
Foss the Archer;TRUE;0;House Fossoway;Reach;First Men;AWOIAF Wiki;;;House Fossoway;Reach
Fossoway twins;TRUE;0;;;;AWOIAF Wiki;;;;
Fralegg;TRUE;0;;Ironborn;;AWOIAF Wiki;;;;Ironborn
Franklyn Farman;TRUE;0;House Farman;Westermen;;AWOIAF Wiki;;;House Farman;Westermen
Franklyn Flowers;TRUE;0;Golden Company;Reach, Free Cities;;AWOIAF Wiki;;;Golden Company;Reach, Free Cities
Franklyn Fowler;TRUE;0;House Fowler;Dornish;;AWOIAF Wiki;;;House Fowler;Dornish
Franklyn Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Fredo Rogare;TRUE;0;House Rogare;Lyseni;;AWOIAF Wiki;;;House Rogare;Lyseni
Frenken;TRUE;0;Citadel, House Stokeworth;;;AWOIAF Wiki;;;Citadel, House Stokeworth;
Frenya;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Lady Frey (wife of Ambrose Butterwell);TRUE;0;House Frey, House Butterwell;Rivermen;;AWOIAF Wiki;;;House Frey, House Butterwell;Rivermen
Lord Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Frynne;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Fulk the Flea;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Gael Targaryen;TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Gaemon Palehair;TRUE;0;House Targaryen;Crownlander;;AWOIAF Wiki;;;House Targaryen;Crownlander
Gaemon Targaryen (son of Aenar);TRUE;0;House Targaryen;Valyrian;Valyrian;AWOIAF Wiki;;;House Targaryen;Valyrian
Gaemon Targaryen (son of Jaehaerys I);TRUE;0;House Targaryen;Crownlander;Valyrian;AWOIAF Wiki;;;House Targaryen;Crownlander
Gage;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Galazza Galare;TRUE;0;Graces, House of Galare;Ghiscari;;AWOIAF Wiki;;;Graces, House of Galare;Ghiscari
Galbart Glover;TRUE;0;House Glover;Northmen;;AWOIAF Wiki;;;House Glover;Northmen
Galendro;TRUE;0;;;;AWOIAF Wiki;;;;
Galeo;TRUE;0;;Braavosi;;AWOIAF Wiki;;;;Braavosi
Galladon of Morne;TRUE;0;;Stormlander;;AWOIAF Wiki;;;;Stormlander
Galladon Tarth;TRUE;0;House Tarth;Stormlander;;AWOIAF Wiki;;;House Tarth;Stormlander
Gallard;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Galon Whitestaff;TRUE;0;Drowned Men;Ironborn;;AWOIAF Wiki;;;Drowned Men;Ironborn
Galt;TRUE;0;Stone Crows;Mountain Clans;;AWOIAF Wiki;;;Stone Crows;Mountain Clans
Galtry the Green;TRUE;0;;;;AWOIAF Wiki;;;;
Galyeon of Cuy;TRUE;0;;;;AWOIAF Wiki;;;;
Gared;TRUE;0;Night's Watch;Westerosi;;AWOIAF Wiki;Night's Watch;;Night's Watch;Westerosi
Gareth;TRUE;0;;;;AWOIAF Wiki;;;;
Gareth Clifton;TRUE;0;House Clifton;Westermen;;AWOIAF Wiki;;;House Clifton;Westermen
Gareth II Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Gareth Long;TRUE;0;House Long, House Peake, Night's Watch;;;AWOIAF Wiki;;;House Long, House Peake, Night's Watch;
Gareth the Grey;TRUE;0;;;;AWOIAF Wiki;;;;
Gareth Tyrell;TRUE;0;House Tyrell;Andal;;AWOIAF Wiki;;;House Tyrell;Andal
Gargon Qoherys;TRUE;0;House Qoherys;Rivermen;Valyrian;AWOIAF Wiki;;;House Qoherys;Rivermen
Garibald;TRUE;0;Second Sons;;;AWOIAF Wiki;;;Second Sons;
Garibald Grey;TRUE;0;House Grey, Blacks;Rivermen;;AWOIAF Wiki;;;House Grey, Blacks;Rivermen
Garibald of the Seven Stars;TRUE;0;Faith of the Seven, Warrior's Sons;Westerosi;;AWOIAF Wiki;;;Faith of the Seven, Warrior's Sons;Westerosi
Garibald Shells;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Garigus;TRUE;0;Alchemists' Guild;Crownlander;;AWOIAF Wiki;;;Alchemists' Guild;Crownlander
Garin (orphan);TRUE;0;House Martell;Dornish;Rhoynar;AWOIAF Wiki;;;House Martell;Dornish
Garin the Great;TRUE;0;;Rhoynar;Rhoynar;AWOIAF Wiki;;;;Rhoynar
Gariss;TRUE;0;House Stark;Northmen;;AWOIAF Wiki;;;House Stark;Northmen
Garizon;TRUE;0;Citadel;;;AWOIAF Wiki;;;Citadel;
Garlan Tyrell;TRUE;0;House Tyrell, House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell, House Tyrell;Reach
Garland II Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garland VI Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garmon Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Garmund Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Garon Baratheon;TRUE;0;House Baratheon;Stormlander;;AWOIAF Wiki;;;House Baratheon;Stormlander
Garrett Flowers;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Garrett Greenspear;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Garrett Paege;TRUE;0;House Paege;Rivermen;;AWOIAF Wiki;;;House Paege;Rivermen
Garrick Hall;TRUE;0;Blacks;Westerosi;;AWOIAF Wiki;;;Blacks;Westerosi
Garris the Grey;TRUE;0;Ny Sar;Rhoynar;Rhoynar;AWOIAF Wiki;;;Ny Sar;Rhoynar
Garrison Fowler;TRUE;0;;Dornish;;AWOIAF Wiki;;;;Dornish
Garrison Prester;TRUE;0;House Prester;Westermen;;AWOIAF Wiki;;;House Prester;Westermen
Garse;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Garse Flowers;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Garse VII Gardener;TRUE;0;;Reach;;AWOIAF Wiki;;;;Reach
Garse Goodbrook;TRUE;0;House Goodbrook;Rivermen;;AWOIAF Wiki;;;House Goodbrook;Rivermen
Garth of Greenaway;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Garth the Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garth III Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garth V Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garth VI Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garth VII Gardener;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garth IX Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garth X Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garth XI Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garth XII Gardener;TRUE;0;;;;AWOIAF Wiki;;;;
Garth Greenfield;TRUE;0;House Greenfield;Westermen;;AWOIAF Wiki;;;House Greenfield;Westermen
Garth Greenhand;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Garth Greyfeather;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Garth the Harelip;TRUE;0;City Watch of King's Landing, Blacks;;;AWOIAF Wiki;;;City Watch of King's Landing, Blacks;
Garth Hightower;TRUE;0;House Hightower;Reach;;AWOIAF Wiki;;;House Hightower;Reach
Garth of Oldtown;TRUE;0;Night's Watch;Reach;;AWOIAF Wiki;;;Night's Watch;Reach
Garth Oldflowers;TRUE;0;House Oldflowers;Reach;;AWOIAF Wiki;;;House Oldflowers;Reach
Garth Tyrell;TRUE;0;House Tyrell;Reach;;AWOIAF Wiki;;;House Tyrell;Reach
Garth;TRUE;0;;;;AWOIAF Wiki;;;;
Gascoyne of the Greenblood;TRUE;0;House Martell;Dornish;;AWOIAF Wiki;;;House Martell;Dornish
Gaven Greywolf;TRUE;0;;First Men;First Men;AWOIAF Wiki;;;;First Men
Gavin the Trader;TRUE;0;Mance Rayder;Free Folk;;AWOIAF Wiki;;;Mance Rayder;Free Folk
Gawen;TRUE;0;Citadel, House Targaryen;;;AWOIAF Wiki;;;Citadel, House Targaryen;
Gawen Corbray;TRUE;0;House Corbray;Valemen;;AWOIAF Wiki;;;House Corbray;Valemen
Gawen Gardener;TRUE;0;House Gardener;Reach;;AWOIAF Wiki;;;House Gardener;Reach
Gawen Glover;TRUE;0;House Glover;Northmen;;AWOIAF Wiki;;;House Glover;Northmen
Gawen Sarwyck;TRUE;0;House Sarwyck;Westermen;;AWOIAF Wiki;;;House Sarwyck;Westermen
Gawen Swann;TRUE;0;House Swann;Marcher;;AWOIAF Wiki;;;House Swann;Marcher
Gawen Westerling;TRUE;0;House Westerling;Westermen;;AWOIAF Wiki;;;House Westerling;Westermen
Gawen Wylde;TRUE;0;House Wylde;Stormlander;;AWOIAF Wiki;;;House Wylde;Stormlander
Gedmund Peake;TRUE;0;House Peake;Reach;;AWOIAF Wiki;;;House Peake;Reach
Gella;TRUE;0;House Borrell;Sistermen;;AWOIAF Wiki;;;House Borrell;Sistermen
Gelmarr;TRUE;0;House Greyjoy;Ironborn;;AWOIAF Wiki;;;House Greyjoy;Ironborn
Gendel;TRUE;0;;Free Folk;;AWOIAF Wiki;;;;Free Folk
Gendel (298 AC);TRUE;0;;;;AWOIAF Wiki;;;;
Gendry;TRUE;0;Brotherhood Without Banners;Crownlander;;AWOIAF Wiki;House Baratheon, House Targaryen;Andal;Brotherhood Without Banners;Crownlander
Genna Lannister;TRUE;0;House Lannister, House Frey;Westermen;;AWOIAF Wiki;;;House Lannister, House Frey;Westermen
Geoff;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
George Graceford;TRUE;0;House Graceford, Greens, Caltrops, Night's Watch;Reach;;AWOIAF Wiki;;;House Graceford, Greens, Caltrops, Night's Watch;Reach
Gerald Gower;TRUE;0;House Gower, King's Men;Stormlander;;AWOIAF Wiki;;;House Gower, King's Men;Stormlander
Gerald Orlych;TRUE;0;;;;AWOIAF Wiki;;;;
Gerard Harte;TRUE;0;;;;AWOIAF Wiki;;;;
Gerardys;TRUE;0;Citadel, House Targaryen, Blacks;Westerosi;;AWOIAF Wiki;;;Citadel, House Targaryen, Blacks;Westerosi
Geremy Frey;TRUE;0;House Frey;Rivermen;;AWOIAF Wiki;;;House Frey;Rivermen
Gerion Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Germund Botley;TRUE;0;House Botley;Ironborn;;AWOIAF Wiki;;;House Botley;Ironborn
Gerold;TRUE;0;;;;AWOIAF Wiki;;;;
Gerold Dayne;TRUE;0;House Dayne;Dornish;;AWOIAF Wiki;;;House Dayne;Dornish
Gerold Grafton;TRUE;0;House Grafton;Valemen;;AWOIAF Wiki;;;House Grafton;Valemen
Gerold Grafton (king);TRUE;0;;;;AWOIAF Wiki;;;;
Gerold Hightower;TRUE;0;House Hightower, Kingsguard;Reach;;AWOIAF Wiki;House Hightower, Kingsguard, House Targaryen;Andal;House Hightower, Kingsguard;Reach
Gerold Lannister;TRUE;0;House Lannister;Westermen;;AWOIAF Wiki;;;House Lannister;Westermen
Gerold Lannister (king);TRUE;0;;;;AWOIAF Wiki;;;;
Gerold II Lannister;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Gerold III Lannister;TRUE;0;;First Men;;AWOIAF Wiki;;;;First Men
Gerold Templeton;TRUE;0;House Templeton;Valemen;;AWOIAF Wiki;;;House Templeton;Valemen
Gerren;TRUE;0;;;;AWOIAF Wiki;;;;
Gerrick Kingsblood;TRUE;0;House Redbeard, House Baratheon, Mance Rayder;Free Folk;;AWOIAF Wiki;;;House Redbeard, House Baratheon, Mance Rayder;Free Folk
Gerrick Kingsblood's son;FALSE;0;House Redbeard;Free Folk;;AWOIAF Wiki;;;House Redbeard;Free Folk
Gerrick Kingsblood's eldest daughter;FALSE;0;House Redbeard;Free Folk;;AWOIAF Wiki;;;House Redbeard;Free Folk
Gerrick Kingsblood's second daughter;FALSE;0;House Redbeard;Free Folk;;AWOIAF Wiki;;;House Redbeard;Free Folk
Gerrick Kingsblood's youngest daughter;FALSE;0;House Redbeard;Free Folk;;AWOIAF Wiki;;;House Redbeard;Free Folk
Gerris Drinkwater;TRUE;0;House Drinkwater, House Yronwood, Windblown;Dornish;;AWOIAF Wiki;;;House Drinkwater, House Yronwood, Windblown;Dornish
Black Gerrold;TRUE;0;Windblown;;;AWOIAF Wiki;;;Windblown;
Gerrold Redback;TRUE;0;Windblown;;;AWOIAF Wiki;;;Windblown;
Gessio Haratis;TRUE;0;;Pentoshi;;AWOIAF Wiki;;;;Pentoshi
Gevin Harlaw;TRUE;0;House Harlaw;Ironborn;;AWOIAF Wiki;;;House Harlaw;Ironborn
Ghael;TRUE;0;;Astapori;;AWOIAF Wiki;;;;Astapori
Gharak Squint-Eye;TRUE;0;;Jogos Nhai;Jogos Nhai;AWOIAF Wiki;;;;Jogos Nhai
Ghazdor zo Ahlaq;TRUE;0;House of Ahlaq, Wise Masters;Ghiscari;;AWOIAF Wiki;;;House of Ahlaq, Wise Masters;Ghiscari
Ghost of High Heart;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Giant of the Trident;TRUE;0;;Rivermen;;AWOIAF Wiki;;;;Rivermen
Gilbert Farring;TRUE;0;House Farring;Crownlander;;AWOIAF Wiki;;;House Farring;Crownlander
Gilbert of the Vines;TRUE;0;House Redwyne;Reach;First Men;AWOIAF Wiki;;;House Redwyne;Reach
Gillam;TRUE;0;Faith of the Seven, Quiet Isle;;;AWOIAF Wiki;;;Faith of the Seven, Quiet Isle;
Gilliane Glover;TRUE;0;House Glover, House Stark;Northmen;;AWOIAF Wiki;;;House Glover, House Stark;Northmen
Gilly;TRUE;0;;Free Folk;;AWOIAF Wiki;;Free Folk;;Free Folk
Gilwood Hunter;TRUE;0;House Hunter, Lords Declarant;Valemen;;AWOIAF Wiki;;;House Hunter, Lords Declarant;Valemen
Girl bought to please the king;TRUE;0;;Lyseni;;AWOIAF Wiki;;;;Lyseni
Gladden Wylde;TRUE;0;House Wylde;Stormlander;;AWOIAF Wiki;;;House Wylde;Stormlander
Glaive;TRUE;0;Citadel;Stormlander;;AWOIAF Wiki;;;Citadel;Stormlander
Glarus Ptek;TRUE;0;;;;AWOIAF Wiki;;;;
Glendon Flowers;TRUE;0;;Reach;;AWOIAF Wiki;;;;Reach
Glendon Goode;TRUE;0;House Goode, Queensguard, Blacks;Westerosi;;AWOIAF Wiki;;;House Goode, Queensguard, Blacks;Westerosi
Glendon Hewett;TRUE;0;House Hewett, Night's Watch;Reach;;AWOIAF Wiki;;;House Hewett, Night's Watch;Reach
Glover steward;TRUE;0;House Glover;Northmen;;AWOIAF Wiki;;;House Glover;Northmen
Goady;TRUE;0;Night's Watch;;;AWOIAF Wiki;;;Night's Watch;
Goat boy;TRUE;0;House of Qaggaz;Ghiscari;;AWOIAF Wiki;;;House of Qaggaz;Ghiscari
God-on-Earth;TRUE;0;;Great Empire of the Dawn;;AWOIAF Wiki;;;;Great Empire of the Dawn
Godric Borrell;TRUE;0;House Borrell;Sistermen;;AWOIAF Wiki;;;House Borrell;Sistermen
